Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
488,Aber,Aberviefenia,Aberviefenia County,Afespia,Kingdom of Afespia,Keltan,Norwickism,9217,84.99,249.51,16.62,-63.19,948,95°F,Mecca,,,citadel,,plaza,,,{t1:azure;division:{division:perSaltire;t:argent};charges:[{charge:fleurDeLis;t:or;p:bhdf;divided:counter;size:0.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Aber&population=9217&size=30&seed=8194174370488&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
489,Thaxted,Lurydonia,Lurydonia Region,Withamberia,Diocese of Withamberia,Kentian,Norwickism,828,201.28,273.69,14.6,-53.45,328,97°F,Mecca,,,citadel,,,temple,,{t1:or;division:{division:perBend;t:azure;line:nowy};charges:[{charge:eagle;t:gules;p:e;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Thaxted&population=828&size=12&seed=8194174370489&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
490,Dorg,Zorradh,Zorradh Land,Ardg,Ardg Empire,Uruk,Uruk Deities,757,1521.49,407.45,3.4,57.03,6352,79°F,Jakarta,,,citadel,,,,,{t1:argent;charges:[{charge:bell;t:azure;p:e;size:1.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Dorg&population=757&size=12&seed=8194174370490&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
491,Drizded,Stapton,Stapton County,Ardg,Ardg Empire,Uruk,Uruk Deities,1159,1511.15,449.03,-0.08,56.17,4252,88°F,Mecca,,,citadel,walls,,,,{t1:azure;charges:[{charge:key;t:argent;p:e;size:1.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Drizded&population=1159&size=14&seed=8194174370491&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
492,Madington,Madington,Madington Parish,Seavedonia,Holy State of Seavedonia,Westen,Westen Beliefs,7499,853.02,472.7,-2.06,1.09,13,102°F,Mecca,,,citadel,walls,plaza,temple,,{t1:sable;ordinaries:[{ordinary:chevronReversed;t:argent}];charges:[{charge:annulet;t:argent;p:b;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Madington&population=7499&size=28&seed=8194174370492&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
493,Westcham,Westcham,Westcham Dependency,Ardg,Ardg Empire,Nortumbic,Nortumbic Beliefs,4446,1500.33,470.3,-1.86,55.26,4738,86°F,Khartoum,,,citadel,,,,,{t1:vert;division:{division:perBendSinister;t:or;line:straight};ordinaries:[{ordinary:bordure;t:argent}];shield:heater},https://watabou.github.io/city-generator/?name=Westcham&population=4446&size=23&seed=8194174370493&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
494,Ninas,Srash,Srash County,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,3521,25.7,513.81,-5.5,-68.15,472,100°F,Mecca,,,,,,,,{t1:argent;charges:[{charge:headWreathed;t:purpure;p:e;size:1.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Ninas&population=3521&size=21&seed=8194174370494&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
495,Nijekkash,Merden,Merden County,Knutsdonia,Grand Duchy of Knutsdonia,Aj'Snaga,Norwickism,3073,157.75,509,-5.1,-57.1,30,102°F,Mecca,,port,,walls,,,,{t1:or;charges:[{charge:oak;t:vert;p:e;size:1.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Nijekkash&population=3073&size=20&seed=8194174370495&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.52
496,Kholakib,Garakzinb,Garakzinb Earldom,Ardg,Ardg Empire,Durinn,Durinn Pantheon,1085,1456.16,579.19,-10.97,51.57,1184,97°F,Mecca,,,,,,,,{t1:purpure;charges:[{charge:arrowsSheaf;t:argent;p:e;size:1.5}];shield:erebor},https://watabou.github.io/village-generator/?pop=1085&name=&seed=8194174370496&width=1400&height=636&tags=confluence%2Chighway%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
497,Maclifnal,Gathamber,Gathamber Earldom,Comburghia,Kingdom of Comburghia,Westen,Norwickism,811,167.44,627.01,-14.97,-56.29,1447,93°F,Mecca,,,citadel,,plaza,,,{t1:azure;charges:[{charge:bugleHorn2;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Maclifnal&population=811&size=12&seed=8194174370497&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
498,Buntacury,Wineford,Wineford Parish,Seavedonia,Holy State of Seavedonia,Nortumbic,Nortumbic Beliefs,2478,1214.55,634.05,-15.56,31.35,266,97°F,Mecca,,,,walls,,temple,,{t1:gules;ordinaries:[{ordinary:terrace;t:argent;line:angled}];charges:[{charge:bell;t:argent;p:def;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Buntacury&population=2478&size=18&seed=8194174370498&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
499,Waltonbury,Waltonbury,Waltonbury County,Waria,Warian Empire,Westen,Norwickism,14448,530.5,660,-17.73,-25.9,30,99°F,Mecca,,port,citadel,,,,,{t1:gules;charges:[{charge:boat;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Waltonbury&population=14448&size=36&seed=8194174370499&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.38
500,Watryfield,Watryfield,Watryfield Margrave,Swasings,Principality of Swasings,Westen,Norwickism,11634,923.51,653.5,-17.19,6.99,82,99°F,Mecca,,,citadel,,plaza,,,{t1:or;charges:[{charge:eagle;t:sable;p:jlh;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Watryfield&population=11634&size=33&seed=8194174370500&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
501,Horsin,Daltash,Daltash County,Comburghia,Kingdom of Comburghia,Westen,Norwickism,847,292.47,692.24,-20.43,-45.82,554,95°F,Mecca,,,citadel,,plaza,,,{t1:azure;division:{division:perCross;t:argent;line:embattled};charges:[{charge:castle;t:or;p:j;size:0.6};{charge:roundel;t:azure;p:l;size:0.6};{charge:crossBottony;t:gules;p:m;size:0.6};{charge:harp;t:argent;p:o;size:0.6}];shield:heater},https://watabou.github.io/city-generator/?name=Horsin&population=847&size=12&seed=8194174370501&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
502,Marshbrid,Newbole,Newbole Earldom,Comburghia,Kingdom of Comburghia,Westen,Norwickism,7105,213.82,733.77,-23.91,-52.41,1063,88°F,Mecca,,,citadel,,,,,{t1:purpure;ordinaries:[{ordinary:pale;t:or;line:wavy}];charges:[{charge:bugleHorn2;t:gules;p:e;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Marshbrid&population=7105&size=27&seed=8194174370502&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
503,Gibuled,Gibuled,Gibuled Earldom,Comburghia,Kingdom of Comburghia,Durinn,Norwickism,9286,287.64,784.02,-28.11,-46.23,210,88°F,Mecca,,,citadel,,plaza,,,{t1:semy_of_sunInSplendour-azure-argent;division:{division:perChevronReversed;t:or;line:straight};ordinaries:[{ordinary:fess;t:gules;line:straight}];shield:erebor},https://watabou.github.io/city-generator/?name=Gibuled&population=9286&size=30&seed=8194174370503&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
504,Inverleighla,Invercastia,Invercastia Margrave,Afespia,Kingdom of Afespia,Keltan,Norwickism,10173,235.94,92.96,29.72,-50.55,52,79°F,Jakarta,,,,,plaza,,,{t1:azure;division:{division:perBendSinister;t:or;line:dovetailed};charges:[{charge:crescent;t:argent;p:j;size:0.7};{charge:crossAnkh;t:purpure;p:o;size:0.7}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Inverleighla&population=10173&size=31&seed=8194174370504&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
505,Abesynve,Penyfia,Penyfia County,Afespia,Kingdom of Afespia,Keltan,Norwickism,23626,241.66,111.37,28.18,-50.08,52,82°F,Bangkok,,,,walls,plaza,temple,shanty town,{t1:argent;division:{division:gyronny;t:sable};charges:[{charge:eagle;t:vert;p:pq;divided:counter;size:0.7}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Abesynve&population=23626&size=43&seed=8194174370505&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
506,Thether,Bernesey,Bernesey Parish,Towcesland,Brotherhood of Towcesland,Mercian,Thetford Cult,5368,299.56,217.9,19.26,-45.23,30,93°F,Mecca,,,citadel,,,temple,,{t1:argent;ordinaries:[{ordinary:pileInBendSinister;t:sable}];charges:[{charge:mullet;t:argent;p:e;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Thether&population=5368&size=24&seed=8194174370506&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
507,Ridrukhb,Kudg,Kudg County,Waria,Warian Empire,Uruk,Norwickism,4977,545.92,231.99,18.09,-24.61,13,95°F,Mecca,,,citadel,walls,,,,{t1:sable;division:{division:perCross;t:argent;line:engrailed};charges:[{charge:bell;t:or;p:j;size:0.6};{charge:inescutcheon;t:gules;p:l;size:0.6};{charge:crossHummetty;t:purpure;p:m;size:0.6};{charge:bearRampant;t:argent;p:o;size:0.6}];shield:urukHai},https://watabou.github.io/city-generator/?name=Ridrukhb&population=4977&size=24&seed=8194174370507&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
508,Shassin,Slonas,Slonas Margrave,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,4920,111.11,507.5,-4.97,-61,210,102°F,Mecca,,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:firTrees}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Shassin&population=4920&size=24&seed=8194174370508&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
509,Araburak,Bundindur,Bundindur Earldom,Ardg,Ardg Empire,Durinn,Durinn Pantheon,12569,1560.93,528.17,-6.7,60.33,2572,91°F,Mecca,,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:bar;t:sable;line:nowy}];charges:[{charge:key;t:argent;p:def;size:0.3}];shield:erebor},https://watabou.github.io/city-generator/?name=Araburak&population=12569&size=34&seed=8194174370509&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
510,Bosheadford,Kuknam,Kuknam Parish,Seavedonia,Holy State of Seavedonia,Westen,Westen Beliefs,1845,1015.49,545.9,-8.18,14.69,30,100°F,Mecca,,,,,,temple,,{t1:azure;charges:[{charge:pike;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Bosheadford&population=1845&size=16&seed=8194174370510&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
511,Mildon,Wargton,Wargton Parish,Seavedonia,Holy State of Seavedonia,Nortumbic,Nortumbic Beliefs,758,1129.17,596.21,-12.4,24.2,13,100°F,Mecca,,,citadel,,,temple,,{t1:gules;ordinaries:[{ordinary:gyron;t:argent}];charges:[{charge:heart;t:argent;p:bh;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Mildon&population=758&size=12&seed=8194174370511&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
512,Piltashes,Mackingia,Mackingia County,Ardg,Ardg Empire,Nortumbic,Nortumbic Beliefs,1172,1379.65,616.33,-14.08,45.16,738,97°F,Mecca,,,citadel,,,,,{t1:sable;charges:[{charge:key;t:argent;p:jln;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Piltashes&population=1172&size=14&seed=8194174370512&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
513,Nuzunzar,Lerexe,Lerexe Parish,Seavedonia,Holy State of Seavedonia,Durinn,Durinn Pantheon,3844,1099.59,635.72,-15.7,21.73,52,99°F,Mecca,,,citadel,,,temple,,{t1:purpure;charges:[{charge:inescutcheon;t:argent;p:e;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Nuzunzar&population=3844&size=22&seed=8194174370513&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
514,Manekragis,Skaph,Skaph Captaincy,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,5715,26.56,648.92,-16.81,-68.08,1184,95°F,Mecca,,,,,,,,{t1:azure;ordinaries:[{ordinary:canton;t:argent}];charges:[{charge:billet;t:azure;p:y;size:0.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Manekragis&population=5715&size=25&seed=8194174370514&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
515,Redcker,Gathamber,Gathamber Earldom,Comburghia,Kingdom of Comburghia,Westen,Norwickism,2961,229.24,639.42,-16.01,-51.11,161,99°F,Mecca,,,,walls,,,,{t1:chainy-argent-azure;division:{division:perCross;t:gules;line:straight};ordinaries:[{ordinary:saltire;t:purpure;line:straight}];shield:heater},https://watabou.github.io/city-generator/?name=Redcker&population=2961&size=20&seed=8194174370515&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
516,Kharb,Burmingley,Burmingley County,Swasings,Principality of Swasings,Durinn,Durinn Pantheon,1126,1027.39,646.4,-16.6,15.68,328,97°F,Mecca,,,citadel,,,,,{t1:argent;division:{division:perChevron;t:azure;line:escartely};charges:[{charge:lozengeFaceted;t:gules;p:bdefh;divided:counter;size:0.4}];shield:erebor},https://watabou.github.io/city-generator/?name=Kharb&population=1126&size=14&seed=8194174370516&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
517,Barukthiz,Lerexe,Lerexe Parish,Seavedonia,Holy State of Seavedonia,Durinn,Durinn Pantheon,757,1114.57,647.26,-16.67,22.98,13,99°F,Mecca,,,citadel,walls,,temple,,{t1:vert;ordinaries:[{ordinary:fess;t:argent;line:escartely}];shield:erebor},https://watabou.github.io/city-generator/?name=Barukthiz&population=757&size=12&seed=8194174370517&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
518,Tutfordgema,Watryfield,Watryfield Margrave,Swasings,Principality of Swasings,Westen,Norwickism,1257,911.01,661.03,-17.82,5.94,82,99°F,Mecca,,,,,,,,{t1:gules;charges:[{charge:inescutcheon;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1257&name=&seed=8194174370518&width=1400&height=636&tags=dead+end%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
519,Stapton,Westcles,Westcles County,Chichia,Grand Duchy of Chichia,Westen,Norwickism,930,351.25,671.91,-18.73,-40.9,82,99°F,Mecca,,,citadel,,,,,{t1:purpure;ordinaries:[{ordinary:pale;t:or;line:potenty}];charges:[{charge:deerHeadCaboshed;t:argent;p:y;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Stapton&population=930&size=13&seed=8194174370519&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
520,Henbury,Southfield,Southfield Captaincy,Comburghia,Kingdom of Comburghia,Westen,Norwickism,6653,207.02,708.96,-21.83,-52.97,1184,91°F,Mecca,,,,,,,,{t1:or;charges:[{charge:bugleHorn2;t:sable;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Henbury&population=6653&size=27&seed=8194174370520&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
521,Botford,Kitonbeck,Kitonbeck County,Chichia,Grand Duchy of Chichia,Westen,Norwickism,1447,328.29,704.93,-21.49,-42.83,210,95°F,Mecca,,,citadel,,plaza,,,{t1:purpure;charges:[{charge:key;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Botford&population=1447&size=15&seed=8194174370521&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
522,Herthovil,Southfield,Southfield Captaincy,Comburghia,Kingdom of Comburghia,Westen,Norwickism,1230,216.18,719.64,-22.72,-52.21,738,93°F,Mecca,,,citadel,walls,,,,{t1:azure;charges:[{charge:pegasus;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Herthovil&population=1230&size=14&seed=8194174370522&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
523,Westckerlow,Hornorby,Hornorby Parish,Seavedonia,Holy State of Seavedonia,Westen,Norwickism,4147,684.05,721.13,-22.85,-13.05,82,95°F,Mecca,,,,,plaza,temple,,{t1:sable;division:{division:perBend;t:argent;line:flechy};charges:[{charge:billet;t:or;p:lm;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Westckerlow&population=4147&size=22&seed=8194174370523&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
524,Newbole,Newbole,Newbole Earldom,Comburghia,Kingdom of Comburghia,Westen,Norwickism,11788,258.65,737.85,-24.25,-48.65,397,90°F,Mecca,,,,walls,,,,{t1:azure;ordinaries:[{ordinary:chevronReversed;t:or}];shield:heater},https://watabou.github.io/city-generator/?name=Newbole&population=11788&size=33&seed=8194174370524&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
525,Ormsterford,Brasbuse,Brasbuse Landgrave,Waria,Warian Empire,Westen,Norwickism,7400,384.27,777.36,-27.56,-38.14,738,86°F,Khartoum,,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:terrace;t:gules;line:indented}];charges:[{charge:mullet6;t:purpure;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Ormsterford&population=7400&size=28&seed=8194174370525&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
526,Mereroe,Brasbuse,Brasbuse Landgrave,Waria,Warian Empire,Westen,Norwickism,853,421.89,776.45,-27.48,-34.99,948,84°F,Aden,,,,,plaza,,,{t1:purpure;division:{division:perCross;t:argent;line:potentySinister};charges:[{charge:fusil;t:or;p:e;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=853&name=&seed=8194174370526&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cno+orchards%2Cdense
527,Penverpenni,Penverpenni,Penverpenni Island,Afespia,Kingdom of Afespia,Keltan,Keltan Beliefs,3709,278.79,29.55,35.03,-46.97,13,72°F,Guangzhou,,,,walls,plaza,,,{t1:pally-purpure-argent;charges:[{charge:bullHeadCaboshed;t:or;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Penverpenni&population=3709&size=21&seed=8194174370527&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
528,Anaiddurum,Inarnes,Inarnes County,Arania,Principality of Arania,Keltan,Norwickism,1059,262.82,77.03,31.05,-48.3,82,79°F,Jakarta,,,citadel,,,,,{t1:argent;charges:[{charge:bowWithArrow;t:azure;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Anaiddurum&population=1059&size=13&seed=8194174370528&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
529,Grirkrun,Kudg,Kudg County,Waria,Warian Empire,Uruk,Norwickism,13454,600.72,214.09,19.58,-20.03,472,91°F,Mecca,,,citadel,,plaza,,,{t1:or;ordinaries:[{ordinary:pileInBend;t:azure}];charges:[{charge:cannon;t:argent;p:e;size:0.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Grirkrun&population=13454&size=35&seed=8194174370529&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
530,Botford,Skalen,Skalen Margrave,Sor'thaz,Kingdom of Sor'thaz,Kentian,Norwickism,3890,225.64,423.55,2.05,-51.42,30,102°F,Mecca,,,citadel,walls,plaza,,,{t1:vert;charges:[{charge:deerHeadCaboshed;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Botford&population=3890&size=22&seed=8194174370530&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
531,Mautaulong,Muichuen,Muichuen Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,7384,1149.6,491,-3.59,25.91,52,102°F,Mecca,,,citadel,,,temple,,{t1:sable;charges:[{charge:eagle;t:argent;p:e;size:1.5}];shield:banner},https://watabou.github.io/city-generator/?name=Mautaulong&population=7384&size=28&seed=8194174370531&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
